year,title,doi,eid
2020,Efficient Joint Channel Equalization and Tracking for V2X Communications Using SC-FDE Schemes,10.1109/ACCESS.2020.2981717,
2020,Efficient joint channel equalization and tracking for V2X communications using SC-FDE schemes,10.1109/ACCESS.2020.2981717,2-s2.0-85082583415
2020,Highly efficient TIBWB-OFDM waveform for broadband wireless communications,10.1109/VTC2020-Spring48590.2020.9128826,2-s2.0-85088305340
2020,Highly efficient TIBWB-OFDM waveform for broadband wireless communications,10.1109/VTC2020-Spring48590.2020.9128826,2-s2.0-85088305340
2020,Hybrid Precoding and Combining Algorithm for Reduced Complexity and Power Consumption Architectures in mmWave Communications,10.1109/VTC2020-Spring48590.2020.9128553,2-s2.0-85088321121
2020,Hybrid Precoding and Combining Algorithm for Reduced Complexity and Power Consumption Architectures in mmWave Communications,10.1109/VTC2020-Spring48590.2020.9128553,2-s2.0-85088321121
2020,Iterative analog–digital multi-user equalizer for wideband millimeter wave massive MIMO systems,10.3390/s20020575,2-s2.0-85078317619
2020,Iterative analog–digital multi-user equalizer for wideband millimeter wave massive MIMO systems,10.3390/s20020575,2-s2.0-85078317619
2020,Joint Channel and Information Estimation on Symbol Decomposition-Based Secure Point-to-Point Communications,10.1007/978-3-030-45124-0_13,2-s2.0-85084834243
2020,Joint Channel and Information Estimation on Symbol Decomposition-Based Secure Point-to-Point Communications,10.1007/978-3-030-45124-0_13,2-s2.0-85084834243
2020,Joint Channel and Information Estimation on Symbol Decomposition-Based Secure Point-to-Point Communications,10.1007/978-3-030-45124-0_13,2-s2.0-85084834243
2020,Nonlinearities Impact on Massive MIMO Millimeter Wave Hybrid Systems,10.1109/VTC2020-Spring48590.2020.9128709,2-s2.0-85088288326
2020,Nonlinearities Impact on Massive MIMO Millimeter Wave Hybrid Systems,10.1109/VTC2020-Spring48590.2020.9128709,2-s2.0-85088288326
2020,On the Receiver Design for Nonlinear NOMA-OFDM Systems,10.1109/VTC2020-Spring48590.2020.9129559,2-s2.0-85088318093
2020,On the Receiver Design for Nonlinear NOMA-OFDM Systems,10.1109/VTC2020-Spring48590.2020.9129559,2-s2.0-85088318093
2020,Performance Analysis of NOMA in 5G Systems With HPA Nonlinearities,10.1109/ACCESS.2020.3020372,
2020,Performance Analysis of NOMA in 5G Systems With HPA Nonlinearities,10.1109/ACCESS.2020.3020372,2-s2.0-85102399754
2020,Performance analysis of NOMA in 5G systems with HPA nonlinearities,10.1109/ACCESS.2020.3020372,2-s2.0-85102399754
2020,Performance analysis of NOMA in 5G systems with HPA nonlinearities,10.1109/ACCESS.2020.3020372,2-s2.0-85102399754
2020,Performance Evaluation of Nonlinear Effects in Frequency-Splitting SWIPT Signals,10.1109/VTC2020-Spring48590.2020.9129200,2-s2.0-85088291603
2020,Performance Evaluation of Nonlinear Effects in Frequency-Splitting SWIPT Signals,10.1109/VTC2020-Spring48590.2020.9129200,2-s2.0-85088291603
2020,The Impact of Terminal Mobility on the Performance of a Panel-Based Large Intelligent Surface,10.1109/IEEECONF51394.2020.9443479,2-s2.0-85107791593
2020,The Impact of Terminal Mobility on the Performance of a Panel-Based Large Intelligent Surface,10.1109/IEEECONF51394.2020.9443479,2-s2.0-85107791593
2020,The Impact of Terminal Mobility on the Performance of a Panel-Based Large Intelligent Surface,10.1109/IEEECONF51394.2020.9443479,2-s2.0-85107791593
2019,Iterative frequency-domain detection and compensation of nonlinear distortion effects for MIMO systems,10.1016/j.phycom.2019.100869,2-s2.0-85073676830
2019,Iterative frequency-domain detection and compensation of nonlinear distortion effects for MIMO systems,10.1016/j.phycom.2019.100869,2-s2.0-85073676830
2019,Iterative frequency-domain detection and compensation of nonlinear distortion effects for MIMO systems,10.1016/j.phycom.2019.100869,2-s2.0-85073676830
2019,Joint channel equalization and tracking for V2X communications using SC-FDE schemes,10.1109/GCWkshps45667.2019.9024432,2-s2.0-85082298162
2019,Joint channel equalization and tracking for V2X communications using SC-FDE schemes,10.1109/GCWkshps45667.2019.9024432,2-s2.0-85082298162
2019,Joint channel equalization and tracking for V2X communications using SC-FDE schemes,10.1109/GCWkshps45667.2019.9024432,2-s2.0-85082298162
2019,Reduced-complexity quasi-optimum detection for MIMO-OFDM signals with strong nonlinear distortion,10.1109/GCWkshps45667.2019.9024620,2-s2.0-85082297235
2019,Reduced-complexity quasi-optimum detection for MIMO-OFDM signals with strong nonlinear distortion,10.1109/GCWkshps45667.2019.9024620,2-s2.0-85082297235
2019,Reduced-complexity quasi-optimum detection for MIMO-OFDM signals with strong nonlinear distortion,10.1109/GCWkshps45667.2019.9024620,2-s2.0-85082297235
2019,On the physical layer security characteristics for MIMO-SVD techniques for SC-FDE schemes,10.3390/s19214757,2-s2.0-85074550556
2019,On the physical layer security characteristics for MIMO-SVD techniques for SC-FDE schemes,10.3390/s19214757,2-s2.0-85074550556
2019,On the physical layer security characteristics for MIMO-SVD techniques for SC-FDE schemes,10.3390/s19214757,2-s2.0-85074550556
2019,Generalized LINC,10.1016/j.phycom.2019.100761,2-s2.0-85068468535
2019,Generalized LINC,10.1016/j.phycom.2019.100761,2-s2.0-85068468535
2019,Generalized LINC,10.1016/j.phycom.2019.100761,2-s2.0-85068468535
2019,On the Achievable Performance of Nonlinear MIMO Systems,10.1109/LCOMM.2019.2929040,2-s2.0-85074635433
2019,On the Achievable Performance of Nonlinear MIMO Systems,10.1109/LCOMM.2019.2929040,
2019,On the Achievable Performance of Nonlinear MIMO Systems,10.1109/LCOMM.2019.2929040,2-s2.0-85074635433
2019,Combining measurements and propagation models for estimation of coverage in wireless networks,10.1109/VTCFall.2019.8891451,2-s2.0-85075240084
2019,Combining measurements and propagation models for estimation of coverage in wireless networks,10.1109/VTCFall.2019.8891451,2-s2.0-85075240084
2019,Combining measurements and propagation models for estimation of coverage in wireless networks,10.1109/VTCFall.2019.8891451,2-s2.0-85075240084
2019,Joint channel equalization and tracking for SC-FDE schemes,10.1109/VTCFall.2019.8891223,2-s2.0-85075244645
2019,Joint channel equalization and tracking for SC-FDE schemes,10.1109/VTCFall.2019.8891223,2-s2.0-85075244645
2019,Joint channel equalization and tracking for SC-FDE schemes,10.1109/VTCFall.2019.8891223,2-s2.0-85075244645
2019,Nonlinear effects in NOMA signals,10.1109/VTCFall.2019.8891070,2-s2.0-85075247281
2019,Nonlinear effects in NOMA signals: Performance evaluation and receiver design,10.1109/VTCFall.2019.8891070,2-s2.0-85075247281
2019,Nonlinear effects in NOMA signals: Performance evaluation and receiver design,10.1109/VTCFall.2019.8891070,2-s2.0-85075247281
2019,On the detection of MIMO signals with strong nonlinear distortion effects,10.1109/VTCFall.2019.8891378,2-s2.0-85075249123
2019,On the detection of MIMO signals with strong nonlinear distortion effects,10.1109/VTCFall.2019.8891378,2-s2.0-85075249123
2019,On the detection of MIMO signals with strong nonlinear distortion effects,10.1109/VTCFall.2019.8891378,2-s2.0-85075249123
2019,Complexity analysis of FDE receivers for massive MIMO block transmission systems,10.1049/iet-com.2018.5156,2-s2.0-85081539716
2019,Complexity analysis of FDE receivers for massive MIMO block transmission systems,10.1049/iet-com.2018.5156,2-s2.0-85081539716
2019,Complexity analysis of FDE receivers for massive MIMO block transmission systems,10.1049/iet-com.2018.5156,2-s2.0-85081539716
2019,Simplified and accurate BER analysis of magnitude modulated M-PSK signals,10.1049/iet-com.2018.5435,2-s2.0-85068452553
2019,Simplified and accurate BER analysis of magnitude modulated M-PSK signals,10.1049/iet-com.2018.5435,2-s2.0-85068452553
2019,Simplified and accurate BER analysis of magnitude modulated M-PSK signals,10.1049/iet-com.2018.5435,2-s2.0-85068452553
2019,Estimating directional data from network topology for improving tracking performance,10.3390/jsan8020030,2-s2.0-85070555692
2019,Estimating directional data from network topology for improving tracking performance,10.3390/jsan8020030,2-s2.0-85070555692
2019,Estimating directional data from network topology for improving tracking performance,10.3390/jsan8020030,2-s2.0-85070555692
2019,Multi-user detection for the downlink of NOMA systems with multi-antenna schemes and power-efficient amplifiers,10.1016/j.phycom.2019.01.003,2-s2.0-85060550940
2019,Multi-user detection for the downlink of NOMA systems with multi-antenna schemes and power-efficient amplifiers,10.1016/j.phycom.2019.01.003,2-s2.0-85060550940
2019,Novel SWIPT schemes for 5G wireless networks,10.3390/s19051169,2-s2.0-85062862338
2019,Novel SWIPT schemes for 5G wireless networks,10.3390/s19051169,2-s2.0-85062862338
2019,Low-Complexity SC-FDE Techniques for Massive MIMO Schemes With Low-Resolution ADCs,10.1109/TCOMM.2018.2881462,
2019,Low-complexity SC-FDE techniques for massive MIMO schemes with low-resolution ADCs,10.1109/TCOMM.2018.2881462,2-s2.0-85056577156
2019,Low-complexity SC-FDE techniques for massive MIMO schemes with low-resolution ADCs,10.1109/TCOMM.2018.2881462,2-s2.0-85056577156
2019,Iterative Frequency-Domain Detection for MIMO Systems with Strong Nonlinear Distortion Effects,10.1109/ICUMT.2018.8631239,2-s2.0-85062781010
2019,Iterative Frequency-Domain Detection for MIMO Systems with Strong Nonlinear Distortion Effects,10.1109/ICUMT.2018.8631239,2-s2.0-85062781010
2019,Implicit Pilots for an Efficient Channel Estimation in Simplified Massive MIMO Schemes with Precoding,10.1155/2019/5051963,
2019,Implicit pilots for an efficient channel estimation in simplified massive MIMO schemes with precoding,10.1155/2019/5051963,2-s2.0-85065926777
2019,Implicit pilots for an efficient channel estimation in simplified massive MIMO schemes with precoding,10.1155/2019/5051963,2-s2.0-85065926777
2019,A Multi-branch Linear Amplification with Nonlinear Components Technique,10.1109/MILCOM.2018.8599732,2-s2.0-85061443597
2019,A Multi-branch Linear Amplification with Nonlinear Components Technique,10.1109/MILCOM.2018.8599732,2-s2.0-85061443597
2019,Algorithms for Estimating the Location of Remote Nodes Using Smartphones,10.1109/ACCESS.2019.2904241,2-s2.0-85063919779
2019,Algorithms for Estimating the Location of Remote Nodes Using Smartphones,10.1109/ACCESS.2019.2904241,2-s2.0-85063919779
2019,Energy Efficient Massive MIMO Point-to-Point Communications with Physical Layer Security: BPSK vs QPSK Decomposition,10.1007/978-3-030-17771-3_25,2-s2.0-85065746891
2019,Energy Efficient Massive MIMO Point-to-Point Communications with Physical Layer Security: BPSK vs QPSK Decomposition,10.1007/978-3-030-17771-3_25,2-s2.0-85065746891
2019,Receiver Design to Employ Simultaneous Wireless Information and Power Transmission with Joint CFO and Channel Estimation,10.1109/ACCESS.2018.2886297,2-s2.0-85058897670
2019,Receiver Design to Employ Simultaneous Wireless Information and Power Transmission with Joint CFO and Channel Estimation,10.1109/ACCESS.2018.2886297,2-s2.0-85058897670
2019,A Multi-antenna Iterative Frequency-domain Detection for Power-efficient NOMA Schemes,10.1109/PIERS-Spring46901.2019.9017729,2-s2.0-85082010990
2019,A Multi-antenna Iterative Frequency-domain Detection for Power-efficient NOMA Schemes,10.1109/PIERS-Spring46901.2019.9017729,2-s2.0-85082010990
2019,A survey on massive MIMO systems in presence of channel and hardware impairments,10.3390/s19010164,2-s2.0-85059652814
2019,A survey on massive MIMO systems in presence of channel and hardware impairments,10.3390/s19010164,2-s2.0-85059652814
2019,An Interference Cancellation Approach for MIMO Orthogonal Signal-Division Multiplexing in Time-Varying Channels,10.1109/OCEANSE.2019.8867407,2-s2.0-85079234040
2019,An Interference Cancellation Approach for MIMO Orthogonal Signal-Division Multiplexing in Time-Varying Channels,10.1109/OCEANSE.2019.8867407,2-s2.0-85079234040
2019,Belief propagation receivers for near-optimal detection of nonlinearly distorted OFDM signals,10.1109/VTCSpring.2019.8746319,2-s2.0-85068961179
2019,Belief propagation receivers for near-optimal detection of nonlinearly distorted OFDM signals,10.1109/VTCSpring.2019.8746319,2-s2.0-85068961179
2019,Hybrid multi-user equalizer for massive MIMO millimeter-wave dynamic subconnected architecture,10.1109/ACCESS.2019.2921530,2-s2.0-85068334781
2019,Hybrid multi-user equalizer for massive MIMO millimeter-wave dynamic subconnected architecture,10.1109/ACCESS.2019.2921530,2-s2.0-85068334781
2019,Hybrid Nonlinear Multiuser Equalizer for mmWave Massive MIMO CE-OFDM Systems,10.1109/PIMRC.2019.8904265,2-s2.0-85075907006
2019,Hybrid Nonlinear Multiuser Equalizer for mmWave Massive MIMO CE-OFDM Systems,10.1109/PIMRC.2019.8904265,2-s2.0-85075907006
2019,Integration of a Cloud-Based Realistic and Automatic Coverage Estimation Methodology in Metric SaaS,10.1109/WPMC48795.2019.9096207,2-s2.0-85084148664
2019,Integration of a Cloud-Based Realistic and Automatic Coverage Estimation Methodology in Metric SaaS,10.1109/WPMC48795.2019.9096207,2-s2.0-85084148664
2019,Low Complexity Millimeter Wave Point-to-point Communication: Interference Assessment of BPSK vs QPSK Decomposition,10.1109/PIERS-Spring46901.2019.9017805,2-s2.0-85081987250
2019,Low Complexity Millimeter Wave Point-to-point Communication: Interference Assessment of BPSK vs QPSK Decomposition,10.1109/PIERS-Spring46901.2019.9017805,2-s2.0-85081987250
2019,Low-Complexity Equalisers for Offset Constellations in Massive MIMO Schemes,10.1109/ACCESS.2019.2927090,2-s2.0-85073907118
2019,Low-Complexity Equalisers for Offset Constellations in Massive MIMO Schemes,10.1109/ACCESS.2019.2927090,2-s2.0-85073907118
2019,Low-Complexity Equalisers for Offset Constellations in Massive MIMO Schemes,10.1109/ACCESS.2019.2927090,2-s2.0-85073907118
2019,Multi-beam Physical Security Scheme: Security Assessment and Impact of Array Impairments on Security and Quality of Service,10.1109/PIERS-Spring46901.2019.9017788,2-s2.0-85082020433
2019,Multi-beam Physical Security Scheme: Security Assessment and Impact of Array Impairments on Security and Quality of Service,10.1109/PIERS-Spring46901.2019.9017788,2-s2.0-85082020433
2019,Multiuser equalizer for hybrid massive MIMO mmWave CE-OFDM systems,10.3390/app9163363,2-s2.0-85070880400
2019,Multiuser equalizer for hybrid massive MIMO mmWave CE-OFDM systems,10.3390/app9163363,2-s2.0-85070880400
2019,Performance Evaluation of Low-complexity Receivers for MIMO Underwater Spatially Correlated Channels,10.1109/PIERS-Spring46901.2019.9017313,2-s2.0-85081992496
2019,Performance Evaluation of Low-complexity Receivers for MIMO Underwater Spatially Correlated Channels,10.1109/PIERS-Spring46901.2019.9017313,2-s2.0-85081992496
2019,Performance impact of nonlinear amplification in massive MIMO mmWave systems,10.1109/VTCSpring.2019.8746462,2-s2.0-85068985111
2019,Performance impact of nonlinear amplification in massive MIMO mmWave systems,10.1109/VTCSpring.2019.8746462,2-s2.0-85068985111
2019,Theoretical Analysis of Nonlinear Amplification Effects in Massive MIMO Systems,10.1109/ACCESS.2019.2956596,
2019,Theoretical Analysis of Nonlinear Amplification Effects in Massive MIMO Systems,10.1109/ACCESS.2019.2956596,2-s2.0-85078039654
2019,Two-Step Analog-Digital Multiuser Equalizer for Hybrid Precoded mmWave Communications,10.1109/GLOCOMW.2018.8644213,2-s2.0-85063511775
2019,Two-Step Analog-Digital Multiuser Equalizer for Hybrid Precoded mmWave Communications,10.1109/GLOCOMW.2018.8644213,2-s2.0-85063511775
2019,“Apparatus and method for RSS/AoA target 3D localization in wireless networks”,,
2019,“Digital controlled multi stage smart combiner”,,
2019,“Method and system to perform Ring-type envelope control of offset-modulation signals with limited bandwidth”,,
2019,“Método de geolocalização 3-D em redes de sensores sem fio não cooperativas”,,
2018,Combining Drive Tests and Automatically Tuned Propagation Models in the Construction of Path Loss Grids,10.1109/PIMRC.2018.8580708,2-s2.0-85060537375
2018,Combining Drive Tests and Automatically Tuned Propagation Models in the Construction of Path Loss Grids,10.1109/PIMRC.2018.8580708,2-s2.0-85060537375
2018,Two-step hybrid multiuser equalizer for sub-connected mmWave massive MIMO SC-FDMA systems,10.23919/EUSIPCO.2018.8553304,2-s2.0-85059805562
2018,Two-step hybrid multiuser equalizer for sub-connected mmWave massive MIMO SC-FDMA systems,10.23919/EUSIPCO.2018.8553304,2-s2.0-85059805562
2018,Interference Characterization in Random Waypoint Mobile Networks,10.1109/TWC.2018.2866426,
2018,Interference Characterization in Random Waypoint Mobile Networks,10.1109/TWC.2018.2866426,2-s2.0-85052654320
2018,Interference characterization in random waypoint mobile networks,10.1109/TWC.2018.2866426,2-s2.0-85052654320
2018,Joint Equalization and phase noise estimation for the uplink in massive MINO sc-fde schemes,10.1109/ISWCS.2018.8491082,2-s2.0-85056728045
2018,Joint Equalization and phase noise estimation for the uplink in massive MINO sc-fde schemes,10.1109/ISWCS.2018.8491082,2-s2.0-85056728045
2018,MINO time-interleaved block windowed burst OFDM with iterative frequency domain equalization,10.1109/ISWCS.2018.8491215,2-s2.0-85056702925
2018,MINO time-interleaved block windowed burst OFDM with iterative frequency domain equalization,10.1109/ISWCS.2018.8491215,2-s2.0-85056702925
2018,Robust joint synchronization and channel estimation approach for frequency-selective environments,10.1109/ACCESS.2018.2871060,2-s2.0-85053613900
2018,Robust joint synchronization and channel estimation approach for frequency-selective environments,10.1109/ACCESS.2018.2871060,2-s2.0-85053613900
2018,Decentralized PHY/MAC Design for the Uplink of Multi-Packet Reception Wireless Networks,10.1109/IWCMC.2018.8450412,2-s2.0-85053922434
2018,Decentralized PHY/MAC Design for the Uplink of Multi-Packet Reception Wireless Networks,10.1109/IWCMC.2018.8450412,2-s2.0-85053922434
2018,Efficient MIMO Detection for High-Order QAM Constellations in Time Dispersive Channels,10.1109/ICC.2018.8423046,2-s2.0-85051413123
2018,Efficient MIMO Detection for High-Order QAM Constellations in Time Dispersive Channels,10.1109/ICC.2018.8423046,2-s2.0-85051413123
2018,An Angular Soft Forwarding Scheme for Wireless Cooperative Relay Networks,10.1109/VTCSpring.2018.8417566,2-s2.0-85050982616
2018,An Angular Soft Forwarding Scheme for Wireless Cooperative Relay Networks,10.1109/VTCSpring.2018.8417566,2-s2.0-85050982616
2018,Iterative MRC and EGC Receivers for MIMO-OFDM Systems,10.1109/VTCSpring.2018.8417595,2-s2.0-85050995496
2018,Iterative MRC and EGC Receivers for MIMO-OFDM Systems,10.1109/VTCSpring.2018.8417595,2-s2.0-85050995496
2018,Localization of static remote devices using smartphones,10.1109/VTCSpring.2018.8417726,2-s2.0-85045886549
2018,Localization of static remote devices using smartphones,10.1109/VTCSpring.2018.8417726,2-s2.0-85045886549
2018,Optimal Cross-Layer Design for Decentralized Multi-Packet Reception Wireless Networks,10.1109/VTCSpring.2018.8417633,2-s2.0-85050972662
2018,Optimal Cross-Layer Design for Decentralized Multi-Packet Reception Wireless Networks,10.1109/VTCSpring.2018.8417633,2-s2.0-85050972662
2018,Recent advances and future research challenges in non-orthogonal multiple access for 5g networks,10.1109/VTCSpring.2018.8417843,2-s2.0-85050166836
2018,Recent advances and future research challenges in non-orthogonal multiple access for 5g networks,10.1109/VTCSpring.2018.8417843,2-s2.0-85050166836
2018,Turbo Multi-User Detection for SC-FDE Massive MIMO Systems,10.1109/VTCSpring.2018.8417584,2-s2.0-85050968444
2018,Turbo Multi-User Detection for SC-FDE Massive MIMO Systems,10.1109/VTCSpring.2018.8417584,2-s2.0-85050968444
2018,VTC 2018 Spring Welcome from the TPC Chair and Co-chairs,10.1109/VTCSpring.2018.8417461,2-s2.0-85050956788
2018,VTC 2018 Spring Welcome from the TPC Chair and Co-chairs,10.1109/VTCSpring.2018.8417461,2-s2.0-85050956788
2018,On target localization using combined RSS and AoA measurements,10.3390/s18041266,2-s2.0-85045887639
2018,On target localization using combined RSS and AoA measurements,10.3390/s18041266,2-s2.0-85045887639
2018,Reduced complexity detection in MIMO systems with SC-FDE modulations and iterative DFE receivers,10.3390/jsan7020017,2-s2.0-85045267747
2018,Reduced complexity detection in MIMO systems with SC-FDE modulations and iterative DFE receivers,10.3390/jsan7020017,2-s2.0-85045267747
2018,A new hybrid multicarrier transmission technique with iterative frequency domain detection,10.1016/j.phycom.2017.12.014,
2018,A new hybrid multicarrier transmission technique with iterative frequency domain detection,10.1016/j.phycom.2017.12.014,2-s2.0-85040310496
2018,A new hybrid multicarrier transmission technique with iterative frequency domain detection,10.1016/j.phycom.2017.12.014,2-s2.0-85040310496
2018,Power amplification efficient transmitter structures for massive MIMO with SC-FDE schemes: A promising combination for 5G systems?,10.13164/re.2018.0221,2-s2.0-85045298128
2018,Power amplification efficient transmitter structures for massive MIMO with SC-FDE schemes: A promising combination for 5G systems?,10.13164/re.2018.0221,2-s2.0-85045298128
2018,Analytical Performance Evaluation of Precoding Techniques for Nonlinear Massive MIMO Systems With Channel Estimation Errors,10.1109/TCOMM.2017.2782321,
2018,Analytical Performance Evaluation of Precoding Techniques for Nonlinear Massive MIMO Systems with Channel Estimation Errors,10.1109/TCOMM.2017.2782321,2-s2.0-85038828859
2018,Analytical Performance Evaluation of Precoding Techniques for Nonlinear Massive MIMO Systems with Channel Estimation Errors,10.1109/TCOMM.2017.2782321,2-s2.0-85038828859
2018,Massive MIMO Downlink Based on Single Carrier Frequency Domain Processing,10.1109/TCOMM.2016.2614304,
2018,Massive MIMO downlink based on single carrier frequency domain processing,10.1109/TCOMM.2016.2614304,2-s2.0-85044099707
2018,Massive MIMO downlink based on single carrier frequency domain processing,10.1109/TCOMM.2016.2614304,2-s2.0-85044099707
2018,On the impact of strong nonlinear effects on massive MIMO SVD systems with imperfect channel estimates,10.1109/VTCFall.2017.8288010,2-s2.0-85045287078
2018,On the impact of strong nonlinear effects on massive MIMO SVD systems with imperfect channel estimates,10.1109/VTCFall.2017.8288010,2-s2.0-85045287078
2018,Performance evaluation of low-complexity FDE receivers for massive MIMO schemes with 1-bit ADCs,10.1109/VTCFall.2017.8288012,2-s2.0-85045242898
2018,Performance evaluation of low-complexity FDE receivers for massive MIMO schemes with 1-bit ADCs,10.1109/VTCFall.2017.8288012,2-s2.0-85045242898
2018,Using the fireworks algorithm for ML detection of nonlinear OFDM,10.1109/VTCFall.2017.8287944,2-s2.0-85045276931
2018,Using the fireworks algorithm for ML detection of nonlinear OFDM,10.1109/VTCFall.2017.8287944,2-s2.0-85045276931
2018,Nonlinear Effects of Radio over Fiber Transmission in Base Station Cooperation Systems,10.1109/GLOCOMW.2017.8269172,2-s2.0-85050499200
2018,Nonlinear Effects of Radio over Fiber Transmission in Base Station Cooperation Systems,10.1109/GLOCOMW.2017.8269172,2-s2.0-85050499200
2018,Analog to analog converter with quantized digital controlled amplification (PCT),,
2018,Analytical Performance Evaluation of Low-Complexity FDE Receivers for Uplink Massive MIMO with Coarse ADCs,10.1109/VTCFall.2018.8691000,2-s2.0-85064933024
2018,Analytical Performance Evaluation of Low-Complexity FDE Receivers for Uplink Massive MIMO with Coarse ADCs,10.1109/VTCFall.2018.8691000,2-s2.0-85064933024
2018,Apparatus for quantized linear amplification with nonlinear amplifiers,,
2018,Hybrid RSS/AoA-based target localization and tracking in wireless sensor networks,10.1007/978-3-319-78574-5_18,2-s2.0-85046552498
2018,Hybrid RSS/AoA-based target localization and tracking in wireless sensor networks,10.1007/978-3-319-78574-5_18,2-s2.0-85046552498
2018,"M. Beko, R. Dinis, P. Montezuma, “Um método sistemático para desenho de constelações para sistemas de comunicação ótica com modulação de intensidade” (A systematic method for the design of optical constellations with intensity modulation)",,
2018,Método de Transmissão,,
2018,TIBWB-OFDM: A Promising Modulation Technique for MIMO 5G Transmissions,10.1109/VTCFall.2018.8690636,2-s2.0-85064887273
2018,TIBWB-OFDM: A Promising Modulation Technique for MIMO 5G Transmissions,10.1109/VTCFall.2018.8690636,2-s2.0-85064887273
2018,Transmission method with double directivity,,
2018,Two Low Complexity MRC and EGC Based Receivers for SC-FDE Modulations with Massive MIMO Schemes,10.1007/s11265-018-1335-1,2-s2.0-85045149889
2018,Two Low Complexity MRC and EGC Based Receivers for SC-FDE Modulations with Massive MIMO Schemes,10.1007/s11265-018-1335-1,2-s2.0-85045149889
2018,Two Low Complexity MRC and EGC Based Receivers for SC-FDE Modulations with Massive MIMO Schemes,10.1007/s11265-018-1335-1,2-s2.0-85045149889
2018,“Transmission Method”,,
2017,Bayesian methodology for target tracking using combined RSS and AoA measurements,10.1016/j.phycom.2017.10.005,
2017,Bayesian methodology for target tracking using combined RSS and AoA measurements,10.1016/j.phycom.2017.10.005,2-s2.0-85032812681
2017,Bayesian methodology for target tracking using combined RSS and AoA measurements,10.1016/j.phycom.2017.10.005,2-s2.0-85032812681
2017,Iterative Multiuser Equalization for Subconnected Hybrid mmWave Massive MIMO Architecture,10.1155/2017/9171068,
2017,Iterative Multiuser Equalization for Subconnected Hybrid mmWave Massive MIMO Architecture,10.1155/2017/9171068,
2017,Iterative Multiuser Equalization for Subconnected Hybrid mmWave Massive MIMO Architecture,10.1155/2017/9171068,2-s2.0-85042513961
2017,Iterative Multiuser Equalization for Subconnected Hybrid mmWave Massive MIMO Architecture,10.1155/2017/9171068,2-s2.0-85042513961
2017,RF-Spectrum Opportunities for Cognitive Radio Networks Operating Over GSM Channels,10.1109/TCCN.2017.2771558,
2017,RF-Spectrum Opportunities for Cognitive Radio Networks Operating Over GSM Channels,10.1109/TCCN.2017.2771558,
2017,RF-Spectrum Opportunities for Cognitive Radio Networks Operating Over GSM Channels,10.1109/TCCN.2017.2771558,2-s2.0-85065899218
2017,RF-Spectrum Opportunities for Cognitive Radio Networks Operating over GSM Channels,10.1109/TCCN.2017.2771558,2-s2.0-85065899218
2017,Frequency-Domain Detection without Matrix Inversions for mmWave Communications with Correlated Massive MIMO Channels,10.1109/VTCSpring.2017.8108380,2-s2.0-85040557528
2017,Frequency-Domain Detection without Matrix Inversions for mmWave Communications with Correlated Massive MIMO Channels,10.1109/VTCSpring.2017.8108380,2-s2.0-85040557528
2017,Nonlinear Equalizer for Multi-User Hybrid mmW Massive MIMO Systems,10.1109/VTCSpring.2017.8108322,2-s2.0-85040596045
2017,Nonlinear Equalizer for Multi-User Hybrid mmW Massive MIMO Systems,10.1109/VTCSpring.2017.8108322,2-s2.0-85040596045
2017,A Robust Bisection-based Estimator for TOA-based Target Localization in NLOS Environments,10.1109/LCOMM.2017.2737985,
2017,A Robust Bisection-Based Estimator for TOA-Based Target Localization in NLOS Environments,10.1109/LCOMM.2017.2737985,2-s2.0-85029159881
2017,A Robust Bisection-Based Estimator for TOA-Based Target Localization in NLOS Environments,10.1109/LCOMM.2017.2737985,2-s2.0-85029159881
2017,Target Tracking With Sensor Navigation Using Coupled RSS and AoA Measurements,10.3390/s17112690,
2017,Target tracking with sensor navigation using coupled RSS and AOA measurements,10.3390/s17112690,2-s2.0-85035148524
2017,Target tracking with sensor navigation using coupled RSS and AOA measurements,10.3390/s17112690,2-s2.0-85035148524
2017,Analytical performance evaluation of massive MIMO systems with 1-bit DACs,10.1109/PIERS-FALL.2017.8293180,2-s2.0-85045293599
2017,Analytical performance evaluation of massive MIMO systems with 1-bit DACs,10.1109/PIERS-FALL.2017.8293180,2-s2.0-85045293599
2017,Efficient frequency-domain detection for massive MIMO systems,10.23919/SEEDA-CECNSM.2017.8088227,2-s2.0-85041291623
2017,Efficient frequency-domain detection for massive MIMO systems,10.23919/SEEDA-CECNSM.2017.8088227,2-s2.0-85041291623
2017,Boosting LINC systems combiners efficiency through ring-type magnitude modulation,10.23919/EUSIPCO.2017.8081607,2-s2.0-85041459779
2017,Boosting LINC systems combiners efficiency through ring-type magnitude modulation,10.23919/EUSIPCO.2017.8081607,2-s2.0-85041459779
2017,Analytical BER Performance Evaluation in SISO and MIMO Environments with SC-FDE Modulations and IB-DFE Receivers,10.1007/s11277-017-4353-6,
2017,Analytical BER Performance Evaluation in SISO and MIMO Environments with SC-FDE Modulations and IB-DFE Receivers,10.1007/s11277-017-4353-6,2-s2.0-85019568573
2017,Analytical BER Performance Evaluation in SISO and MIMO Environments with SC-FDE Modulations and IB-DFE Receivers,10.1007/s11277-017-4353-6,2-s2.0-85019568573
2017,A Simplified Massive MIMO Implemented with Pre or Post-Processing,10.1016/j.phycom.2017.06.002,
2017,A simplified massive MIMO implemented with pre or post-processing,10.1016/j.phycom.2017.06.002,2-s2.0-85020945168
